@relation 'Feature Vector'

@attribute SourceMethodLength numeric
@attribute SourceAssignmentCount numeric
@attribute SourceIfCount numeric
@attribute SourceIteratorCount numeric
@attribute SourceSwitchCount numeric
@attribute SourceCaseCount numeric
@attribute SourceReturnCount numeric
@attribute SourceTryStatementCount numeric
@attribute SourceDeclaredVariableCount numeric
@attribute SourceExpressionCount numeric
@attribute SourceDistinctTypeCount numeric
@attribute TargetMethodLength numeric
@attribute TargetAssignmentCount numeric
@attribute TargetIfCount numeric
@attribute TargetIteratorCount numeric
@attribute TargetSwitchCount numeric
@attribute TargetCaseCount numeric
@attribute TargetReturnCount numeric
@attribute TargetTryStatementCount numeric
@attribute TargetDeclaredVariableCount numeric
@attribute TargetExpressionCount numeric
@attribute TargetDistinctTypeCount numeric
@attribute @@class@@ {TYPE1,TYPE2,VST3,ST3,MT3,WT3,nonmatch}

@data
22,3,0,1,0,0,1,2,3,10,6,10,0,0,1,0,0,1,0,4,5,6,nonmatch
12,0,0,0,0,0,0,0,2,10,5,12,0,0,0,0,0,0,0,4,9,4,WT3
83,4,11,2,0,0,3,2,11,45,14,17,1,1,0,0,0,0,1,2,8,7,WT3
15,0,1,0,0,0,3,1,3,5,4,23,0,2,0,0,0,0,0,8,16,10,WT3
16,0,1,0,0,0,2,0,1,3,5,7,1,1,0,0,0,0,0,1,3,3,WT3
27,4,0,1,0,0,1,3,5,12,15,58,4,5,4,0,0,1,1,9,32,13,WT3
37,2,3,1,0,0,0,1,7,20,11,18,0,2,0,0,0,1,1,3,8,7,WT3
18,1,2,2,0,0,0,0,9,12,10,31,1,2,0,0,0,1,1,9,19,11,WT3
27,2,4,0,0,0,1,3,4,12,6,21,3,1,1,0,0,0,1,5,11,7,WT3
40,2,3,1,0,0,1,2,7,17,6,144,6,11,2,0,0,3,7,22,84,15,WT3
25,5,1,0,0,0,1,3,6,11,11,20,5,1,0,0,0,1,1,4,11,6,WT3
23,0,2,0,0,0,1,1,3,3,12,22,6,2,1,0,0,1,1,4,9,9,WT3
44,1,1,0,0,0,3,4,2,22,16,17,2,1,0,0,0,1,1,4,7,8,WT3
27,4,0,1,0,0,1,3,5,12,15,39,1,1,1,0,0,0,1,18,31,19,WT3
266,51,43,2,0,0,0,8,33,143,12,77,9,4,2,0,0,0,4,10,38,14,WT3
114,9,11,9,0,0,3,1,29,68,12,22,0,0,0,0,0,2,2,6,12,10,WT3
45,5,2,1,0,0,1,2,12,35,9,11,1,0,0,0,0,1,1,2,4,5,WT3
63,0,0,0,0,0,0,2,2,53,12,20,1,0,2,0,0,1,1,8,10,9,WT3
117,21,29,1,0,0,0,1,28,78,17,17,1,0,1,0,0,0,0,7,13,11,WT3
9,0,0,0,0,0,0,1,2,4,4,11,2,0,1,0,0,1,0,4,6,6,nonmatch
24,0,0,0,0,0,1,2,2,10,11,17,2,1,0,0,0,1,1,4,7,8,WT3
15,0,0,0,0,0,0,1,1,9,6,27,0,0,1,0,0,0,1,4,19,8,WT3
20,2,0,1,0,0,1,1,5,13,8,20,0,0,0,0,0,0,2,4,10,10,WT3
20,0,0,2,0,0,0,1,9,10,11,18,1,0,1,0,0,1,1,7,9,7,WT3
8,0,0,0,0,0,1,0,2,5,6,19,0,2,0,0,0,0,1,3,9,7,WT3
10,0,0,0,0,0,2,1,2,3,4,10,0,0,0,0,0,1,1,2,3,6,MT3
28,5,2,1,0,0,0,2,8,16,11,19,3,0,1,0,0,0,2,3,10,9,WT3
8,3,0,2,0,0,0,0,2,2,2,9,1,0,2,0,0,1,0,3,2,2,WT3
72,8,10,2,0,0,0,1,13,44,12,61,3,5,0,0,0,0,2,6,43,7,WT3
13,1,2,1,0,0,1,0,4,8,8,39,1,6,2,0,0,0,2,8,15,9,WT3
20,0,0,0,0,0,0,0,7,18,13,20,0,2,0,0,0,0,2,3,7,6,WT3
18,2,2,0,0,0,2,1,3,6,5,19,3,4,0,0,0,0,1,4,8,5,WT3
15,2,1,1,0,0,0,0,3,8,8,33,2,2,1,0,0,0,1,9,20,14,WT3
69,13,5,2,0,0,3,1,15,42,14,33,4,5,0,0,0,1,2,6,16,13,WT3
23,0,2,0,0,0,3,1,6,11,8,13,2,2,0,0,0,0,1,4,8,7,WT3
41,4,3,1,0,0,1,1,13,25,9,17,2,0,0,0,0,0,1,4,10,8,WT3
100,15,4,2,0,0,0,6,9,57,22,25,2,1,1,0,0,0,2,3,12,7,WT3
26,0,0,0,0,0,1,1,8,19,10,26,5,2,1,0,0,0,1,8,17,8,WT3
52,8,4,0,0,0,0,3,6,33,6,6,0,0,0,0,0,0,0,3,4,8,WT3
27,4,0,1,0,0,1,3,5,12,15,20,3,2,2,0,0,0,1,6,12,9,WT3
31,5,1,2,0,0,1,0,13,23,14,24,1,1,1,0,0,0,0,4,18,8,WT3
27,3,0,1,0,0,1,1,11,19,13,126,9,6,6,0,0,0,5,57,84,36,WT3
10,1,0,0,0,0,1,1,1,4,4,12,1,0,0,0,0,1,1,3,6,4,MT3
32,0,3,0,0,0,3,1,9,18,9,31,2,2,0,0,0,1,4,2,12,8,WT3
24,2,1,2,0,0,0,2,7,13,9,10,1,0,1,0,0,0,0,4,8,5,WT3
16,0,1,0,0,0,2,0,1,3,5,19,0,3,1,0,0,1,0,6,9,10,WT3
27,2,2,0,0,0,0,1,6,18,11,9,1,2,0,0,0,0,0,0,3,2,WT3
28,3,2,0,0,0,1,3,3,9,6,61,2,5,1,0,0,2,3,14,27,22,WT3
40,1,2,0,0,0,7,1,8,22,10,9,0,0,0,0,0,0,1,2,4,5,WT3
114,9,11,9,0,0,3,1,29,68,12,27,5,4,1,0,0,2,1,4,9,9,WT3
20,0,0,0,0,0,0,0,7,18,13,31,5,1,2,0,0,1,0,13,23,14,WT3
11,0,0,1,0,0,1,0,5,6,6,9,0,0,0,0,0,1,1,1,2,4,WT3
26,0,1,0,0,0,0,1,6,18,6,23,3,0,1,0,0,0,1,6,16,7,WT3
6,0,2,1,0,0,3,0,3,1,3,6,0,2,1,0,0,3,0,3,1,3,TYPE1
31,5,1,2,0,0,1,0,13,23,14,21,1,1,2,0,0,0,0,8,12,8,WT3
15,3,0,0,0,0,0,1,5,10,5,61,3,5,0,0,0,0,2,6,43,7,WT3
20,0,0,0,0,0,0,0,7,18,13,81,10,8,1,0,0,1,4,12,41,8,WT3
13,1,1,0,0,0,0,1,2,8,3,21,3,1,1,0,0,1,1,5,11,7,WT3
12,0,2,1,0,0,0,0,2,4,2,14,0,3,1,0,0,0,0,3,4,3,WT3
182,63,12,6,0,0,3,5,55,136,32,24,5,4,2,0,0,0,1,8,17,9,WT3
14,0,1,0,0,0,3,1,4,6,5,92,4,0,2,0,0,0,10,20,59,8,WT3
34,6,1,0,0,0,0,1,1,22,14,29,1,3,1,0,0,2,1,10,14,9,WT3
19,1,0,2,0,0,2,1,4,10,9,5,1,0,1,0,0,0,0,1,3,5,WT3
83,4,11,2,0,0,3,2,11,45,14,25,3,2,1,0,0,0,1,7,17,8,WT3
17,1,2,2,0,0,2,0,3,7,5,17,3,0,2,0,0,3,1,3,4,5,WT3
717,194,10,0,0,0,0,88,70,407,26,20,1,2,0,0,0,0,1,4,10,6,WT3
6,1,0,1,0,0,0,0,2,4,5,9,0,0,0,0,0,0,1,1,4,8,WT3
83,4,11,2,0,0,3,2,11,45,14,83,4,11,2,0,0,3,2,11,45,14,TYPE1
19,1,1,2,0,0,0,0,6,10,9,34,2,6,0,0,0,1,1,11,22,11,WT3
11,0,0,0,0,0,2,1,1,4,3,15,1,0,0,0,0,1,2,1,4,5,WT3
20,0,0,0,0,0,0,0,7,18,13,22,0,2,1,0,0,0,0,6,13,6,WT3
15,2,0,0,0,0,1,0,6,12,4,23,6,0,0,0,0,1,0,6,20,8,WT3
34,1,2,1,0,0,1,2,8,19,14,34,17,2,1,0,0,1,0,5,24,5,WT3
15,1,1,0,0,0,1,1,3,6,7,100,35,0,0,1,5,17,4,10,45,17,WT3
48,1,4,1,0,0,0,0,6,38,9,33,1,2,1,0,0,0,1,5,20,8,WT3
48,1,4,1,0,0,0,0,6,38,9,83,4,11,2,0,0,3,2,11,45,14,WT3
20,0,0,0,0,0,0,0,7,18,13,24,0,7,0,0,0,0,1,5,11,8,WT3
14,1,1,1,0,0,0,0,6,9,7,52,4,5,1,0,0,0,4,9,21,13,WT3
43,7,4,0,0,0,6,0,4,18,10,9,1,2,0,0,0,0,0,0,3,2,WT3
13,0,0,0,0,0,0,0,5,10,6,44,4,2,3,0,0,1,0,22,30,17,WT3
12,0,0,1,0,0,0,1,4,5,7,21,2,1,0,0,0,0,1,5,14,5,WT3
19,2,0,1,0,0,1,1,3,6,13,23,0,3,0,0,0,1,1,9,13,10,WT3
11,0,0,1,0,0,1,1,3,3,7,34,2,4,0,0,0,3,1,6,8,18,WT3
81,10,8,1,0,0,1,4,12,41,8,33,3,2,1,0,0,2,1,10,20,14,WT3
20,2,1,1,0,0,1,1,6,11,7,26,3,3,1,0,0,4,1,4,7,5,WT3
31,3,2,0,0,0,1,3,4,13,8,58,9,8,0,0,0,1,0,10,35,18,WT3
30,7,1,1,0,0,1,0,16,22,14,23,2,2,0,0,0,3,1,7,11,9,WT3
9,0,0,0,0,0,1,1,1,2,8,21,0,1,0,0,0,3,1,2,6,11,WT3
36,4,1,1,0,0,0,4,9,20,14,23,1,1,1,0,0,1,1,8,13,11,WT3
11,2,1,0,0,0,0,0,3,7,7,14,1,2,0,0,0,0,1,3,7,7,WT3
37,4,3,1,0,0,0,2,7,20,10,13,0,1,0,0,0,0,0,2,7,3,WT3
24,2,4,1,0,0,4,0,4,8,3,15,0,3,1,0,0,1,0,2,3,3,WT3
8,0,0,0,0,0,0,0,4,6,7,20,0,0,0,0,0,1,1,1,3,17,WT3
19,2,3,0,0,0,0,1,2,8,5,18,0,1,1,0,0,0,0,6,13,8,WT3
43,7,4,0,0,0,6,0,4,18,10,7,0,1,0,0,0,0,0,1,3,2,WT3
12,1,0,0,0,0,0,1,4,7,6,20,0,0,0,0,0,0,0,7,18,13,WT3
40,2,4,0,0,0,2,2,9,22,12,11,2,0,1,0,0,1,0,4,6,6,nonmatch
83,4,11,2,0,0,3,2,11,45,14,14,2,3,0,0,0,1,0,4,12,6,WT3
20,0,0,0,0,0,0,0,7,18,13,18,2,0,0,0,0,0,3,2,7,7,WT3
27,4,0,1,0,0,1,3,5,12,15,12,1,1,0,0,0,0,1,2,5,5,WT3
18,0,1,1,0,0,1,2,3,4,5,21,2,0,0,0,0,1,1,2,10,12,WT3
14,0,0,0,0,0,1,1,4,6,7,10,1,0,0,0,0,1,1,2,4,3,WT3
41,3,1,2,0,0,0,2,13,26,15,27,4,0,1,0,0,1,3,5,12,15,WT3
83,4,11,2,0,0,3,2,11,45,14,250,19,8,2,0,0,0,8,37,201,12,WT3
6,0,0,0,0,0,0,0,3,4,8,13,0,0,0,0,0,0,1,5,8,7,WT3
63,0,0,0,0,0,0,2,2,53,12,129,5,11,3,2,11,12,1,16,70,11,WT3
22,2,4,1,0,0,1,0,4,7,3,16,0,3,1,0,0,1,0,2,5,3,WT3
42,0,0,0,0,0,0,4,10,25,6,26,0,1,0,0,0,2,3,3,3,11,WT3
61,2,7,1,0,0,0,2,13,36,16,6,0,0,0,0,0,0,0,2,4,11,WT3
12,2,1,0,0,0,1,0,2,6,5,9,1,0,1,0,0,0,0,4,7,8,WT3
6,0,1,1,0,0,1,0,1,1,2,9,0,2,1,0,0,0,0,3,4,2,WT3
83,4,11,2,0,0,3,2,11,45,14,17,1,1,1,0,0,2,1,4,10,9,WT3
22,1,1,0,0,0,1,1,5,6,10,17,0,2,0,0,0,2,1,1,1,5,WT3
5,1,0,1,0,0,0,0,2,3,5,19,0,1,0,0,0,0,0,4,10,5,nonmatch
13,0,0,0,0,0,0,1,5,8,7,12,0,0,1,0,0,0,1,4,5,7,WT3
23,1,2,1,0,0,0,0,9,14,10,36,4,1,1,0,0,0,4,9,20,14,WT3
83,4,11,2,0,0,3,2,11,45,14,11,0,0,0,0,0,0,0,4,9,5,WT3
9,0,1,1,0,0,1,0,2,2,3,9,0,1,1,0,0,0,0,2,4,2,WT3
30,5,2,1,0,0,1,1,7,17,7,18,2,0,1,0,0,2,1,6,9,5,WT3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
83,4,11,2,0,0,3,2,11,45,14,9,1,0,1,0,0,0,0,4,7,8,WT3
12,1,0,0,0,0,0,1,4,7,6,21,4,0,1,0,0,1,1,5,12,14,WT3
52,9,8,0,0,0,0,2,4,25,8,14,1,0,0,0,0,0,1,2,8,4,WT3
11,2,2,0,0,0,0,1,2,6,6,18,1,0,1,0,0,0,2,4,8,8,WT3
17,2,3,0,0,0,1,0,1,7,5,24,0,0,0,1,3,2,0,5,13,7,WT3
15,0,0,0,0,0,2,1,6,8,7,12,1,0,0,0,0,1,1,1,5,4,WT3
12,0,2,0,0,0,0,1,2,5,5,6,0,0,0,0,0,0,0,2,4,5,WT3
110,5,4,4,0,0,0,8,17,48,14,15,0,2,1,0,0,1,1,4,6,6,WT3
154,21,46,1,0,0,8,1,5,107,7,15,5,2,0,0,0,1,0,2,10,2,WT3
9,1,1,0,0,0,1,0,3,4,8,6,0,0,0,0,0,1,0,3,3,14,WT3
28,1,3,1,0,0,3,1,8,14,7,19,1,3,0,0,0,1,0,6,12,4,WT3
13,1,0,0,0,0,2,1,3,6,5,19,0,2,1,0,0,2,1,4,7,8,WT3
16,3,0,1,0,0,0,1,4,10,11,15,1,0,1,0,0,0,0,7,11,8,WT3
81,16,10,9,0,0,0,1,12,37,8,124,14,6,11,0,0,0,6,24,60,16,WT3
20,0,0,0,0,0,0,0,7,18,13,64,11,4,6,0,0,0,2,10,32,11,WT3
35,5,2,1,0,0,0,2,8,22,8,53,12,5,0,0,0,2,5,5,21,9,WT3
36,1,2,3,0,0,0,0,10,24,11,32,0,3,0,0,0,3,1,9,18,9,WT3
18,0,0,1,0,0,1,1,8,10,9,35,3,1,0,0,0,1,4,2,6,11,WT3
29,2,3,0,0,0,0,3,3,11,5,16,0,2,0,0,0,0,1,2,5,5,WT3
11,0,3,0,0,0,2,0,3,3,13,13,0,2,0,0,0,2,0,2,4,8,WT3
39,1,2,1,0,0,3,1,8,8,12,50,2,6,1,0,0,3,3,9,21,12,WT3
14,0,0,0,0,0,0,1,4,8,6,16,5,0,0,0,0,1,1,5,10,14,WT3
14,4,1,0,0,0,0,1,4,9,11,70,1,2,2,0,0,0,4,21,34,34,WT3
91,11,7,4,0,0,5,5,20,47,13,30,2,2,1,0,0,0,1,10,24,12,WT3
31,5,1,2,0,0,1,0,13,23,14,31,2,1,1,0,0,3,3,9,14,10,WT3
19,2,0,0,0,0,1,1,4,10,7,7,0,0,0,0,0,0,1,0,2,1,WT3
21,1,0,0,0,0,1,2,1,2,14,14,0,1,0,0,0,3,1,2,3,12,WT3
9,0,1,1,0,0,1,0,2,2,3,11,0,2,1,0,0,0,0,2,3,2,WT3
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,3,0,0,0,1,TYPE1
15,0,2,0,0,0,0,1,1,4,3,35,3,0,0,0,0,0,0,3,33,7,WT3
48,1,4,1,0,0,0,0,6,38,9,35,4,5,1,0,0,0,2,4,12,12,WT3
48,1,4,1,0,0,0,0,6,38,9,35,3,3,1,0,0,0,3,8,16,8,WT3
33,8,5,2,0,0,3,0,6,12,3,11,1,0,2,0,0,1,0,5,4,2,WT3
114,9,11,9,0,0,3,1,29,68,12,18,0,0,1,0,0,1,1,8,10,9,WT3
15,2,1,1,0,0,0,0,6,13,9,29,1,2,2,0,0,2,1,6,12,12,WT3
20,0,0,0,0,0,0,0,7,18,13,65,4,11,3,0,0,0,1,14,39,16,WT3
114,9,11,9,0,0,3,1,29,68,12,9,0,0,0,0,0,2,1,1,2,7,WT3
10,1,0,0,0,0,1,1,2,4,3,46,6,4,4,0,0,0,1,17,30,12,WT3
12,0,1,0,0,0,0,1,0,3,2,98,9,1,0,0,0,0,1,16,85,14,WT3
30,3,2,1,0,0,2,1,7,9,10,13,0,0,0,0,0,1,1,6,6,8,WT3
13,1,0,0,0,0,0,1,2,8,7,173,17,16,2,0,0,4,6,30,110,31,WT3
18,0,2,1,0,0,2,1,3,4,6,45,2,4,1,0,0,1,2,4,17,12,WT3
29,1,0,2,0,0,0,1,15,20,15,24,5,0,1,0,0,1,1,9,16,9,WT3
18,1,0,2,0,0,0,0,8,12,14,30,3,4,2,0,0,0,1,6,13,8,WT3
16,0,2,0,0,0,1,1,1,5,7,15,0,1,0,0,0,1,1,1,5,5,WT3
21,2,1,1,0,0,1,1,6,15,9,26,3,4,1,0,0,0,1,11,19,9,WT3
14,0,0,0,0,0,0,1,2,9,9,9,0,2,0,0,0,0,0,2,6,5,WT3
13,0,1,0,0,0,2,1,1,2,4,15,1,1,0,0,0,0,1,4,10,5,WT3
36,2,4,0,0,0,0,2,6,20,11,13,0,0,0,0,0,0,1,5,8,7,WT3
23,3,0,0,0,0,1,2,2,13,4,20,2,1,0,0,0,0,1,3,12,5,WT3
11,2,2,1,0,0,2,0,5,7,1,16,3,2,1,0,0,2,0,3,6,1,WT3
89,5,12,2,0,0,2,4,13,44,14,26,2,4,0,0,0,0,1,9,12,6,WT3
100,34,0,0,1,5,17,4,10,45,17,27,5,4,1,0,0,2,1,4,9,9,WT3
83,4,11,2,0,0,3,2,11,45,14,11,0,0,0,0,0,0,1,2,6,5,WT3
14,4,1,0,0,0,0,1,4,9,11,23,2,2,0,0,0,3,1,7,11,9,WT3
11,1,0,1,0,0,1,1,2,2,6,26,3,0,0,0,0,1,4,4,7,9,WT3
81,16,10,9,0,0,0,1,12,37,8,18,0,4,1,0,0,0,1,3,11,11,WT3
55,2,9,4,0,0,0,1,12,23,14,27,0,3,1,0,0,0,1,4,12,6,WT3
83,4,11,2,0,0,3,2,11,45,14,54,3,6,1,0,0,1,5,6,19,8,WT3
12,2,2,0,0,0,1,1,2,6,6,717,194,10,0,0,0,0,88,70,407,26,WT3
18,0,2,0,0,0,1,1,3,8,7,10,0,1,0,0,0,0,0,3,7,5,WT3
24,1,2,2,0,0,0,1,7,11,8,20,0,0,1,0,0,0,1,7,12,10,WT3
42,0,0,0,0,0,0,4,10,25,6,28,5,1,1,0,0,1,2,8,17,7,WT3
11,1,1,1,0,0,1,0,5,6,10,38,4,4,1,0,0,0,1,14,22,10,WT3
30,3,4,2,0,0,0,3,4,12,12,71,1,4,2,0,0,0,1,14,53,15,WT3
13,0,1,1,0,0,0,0,5,8,6,27,1,1,0,0,0,2,1,8,17,13,WT3
128,24,21,0,0,0,0,2,21,87,8,20,3,5,1,0,0,0,0,10,15,10,WT3
42,2,6,4,0,0,1,2,13,15,12,32,3,3,0,0,0,1,1,2,17,6,WT3
151,12,27,3,0,0,1,3,27,63,36,38,18,1,0,0,0,2,1,9,30,13,WT3
12,0,1,0,0,0,0,1,1,4,3,7,0,3,0,0,0,0,0,1,5,2,WT3
9,0,0,0,0,0,0,0,1,6,6,33,1,3,2,0,0,1,1,9,14,10,WT3
19,2,3,0,0,0,0,1,2,8,5,56,2,4,1,0,0,6,1,13,30,18,WT3
23,1,1,0,0,0,1,1,5,14,7,8,1,0,1,0,0,0,0,3,6,8,WT3
51,8,8,2,0,0,5,2,5,20,4,61,4,6,0,0,0,1,3,9,30,13,WT3
79,8,8,0,0,0,4,2,17,47,24,48,6,8,3,0,0,1,1,15,25,10,WT3
20,0,0,0,0,0,0,0,7,18,13,64,11,11,2,0,0,1,0,14,31,11,WT3
48,3,5,3,0,0,0,1,13,29,19,21,2,0,0,0,0,1,1,2,10,12,WT3
20,0,0,0,0,0,0,0,7,18,13,121,31,24,2,0,0,0,4,26,88,36,WT3
83,4,11,2,0,0,3,2,11,45,14,78,5,8,0,0,0,0,3,16,49,18,WT3
17,4,2,2,0,0,0,1,3,7,4,17,5,1,1,0,0,0,0,4,8,2,nonmatch
31,3,2,0,0,0,1,3,4,13,8,10,1,0,1,0,0,0,0,5,8,6,WT3
25,5,1,0,0,0,1,3,6,11,11,15,3,0,0,0,0,1,1,5,9,5,WT3
11,1,0,2,0,0,1,0,5,4,2,8,3,0,2,0,0,1,0,3,3,4,WT3
13,1,2,1,0,0,1,0,4,8,8,20,0,0,0,0,0,0,0,7,18,13,WT3
24,3,4,1,0,0,0,1,7,15,7,16,0,0,0,0,0,1,0,5,13,7,WT3
27,6,3,3,0,0,0,0,10,17,7,22,0,1,0,0,0,0,1,3,14,5,WT3
94,12,11,3,0,0,2,3,29,50,36,10,0,0,0,0,0,1,1,3,3,8,WT3
9,0,0,0,0,0,1,1,1,2,8,32,8,5,0,0,0,1,2,5,15,11,WT3
67,12,10,2,0,0,1,1,12,30,15,18,1,0,0,0,0,0,1,3,4,15,WT3
99,15,8,6,0,0,0,1,22,67,8,21,1,1,2,0,0,0,0,8,12,8,WT3
9,1,2,0,0,0,0,0,0,3,2,8,1,1,0,0,0,0,0,1,4,6,WT3
20,3,0,1,0,0,1,1,8,12,8,20,3,1,1,0,0,1,1,5,11,7,WT3
16,5,3,1,0,0,1,0,8,12,8,47,1,1,0,0,0,0,1,15,35,15,WT3
114,9,11,9,0,0,3,1,29,68,12,9,0,1,0,0,0,0,1,0,2,5,WT3
29,4,1,2,0,0,2,1,8,16,8,12,2,0,1,0,0,0,1,2,4,5,WT3
120,10,8,4,0,0,1,2,23,81,16,18,2,3,1,0,0,1,0,6,10,5,WT3
33,1,2,0,0,0,0,2,6,18,7,9,1,2,0,0,0,0,0,0,3,2,WT3
83,4,11,2,0,0,3,2,11,45,14,9,0,0,0,0,0,0,0,4,7,7,WT3
16,3,0,0,0,0,2,1,4,9,8,13,2,0,1,0,0,1,0,6,8,8,nonmatch
11,1,0,0,0,0,0,1,2,5,8,16,1,2,0,0,0,0,1,2,5,7,WT3
9,1,2,0,0,0,0,0,0,3,2,155,19,11,5,0,0,0,6,28,85,25,WT3
160,16,19,4,0,0,2,2,30,113,17,13,2,0,0,0,0,1,0,1,6,6,WT3
17,1,2,1,0,0,1,0,4,8,6,43,4,2,1,0,0,1,1,10,26,16,WT3
12,1,0,0,0,0,2,1,3,5,4,12,0,0,0,0,0,1,1,4,5,6,MT3
41,4,3,1,0,0,1,1,13,25,9,12,0,2,1,0,0,0,1,1,4,2,WT3
18,2,0,1,0,0,2,1,5,8,7,24,2,0,1,0,0,1,2,5,11,8,WT3
33,2,1,0,0,0,0,1,7,21,12,27,4,0,1,0,0,1,3,5,12,15,WT3
83,4,11,2,0,0,3,2,11,45,14,20,0,0,0,0,0,0,0,7,18,13,WT3
16,1,0,0,0,0,1,2,3,5,7,14,0,0,1,0,0,2,1,5,7,6,WT3
9,0,1,1,0,0,1,0,2,2,3,6,0,2,1,0,0,0,0,1,2,2,WT3
44,10,1,2,0,0,0,1,7,32,9,27,1,3,1,0,0,0,0,11,18,14,WT3
27,3,1,2,0,0,1,0,11,19,15,20,1,1,2,0,0,0,0,5,11,7,WT3
12,0,1,0,0,0,1,0,3,7,4,27,3,4,1,0,0,0,1,12,20,9,WT3
83,4,11,2,0,0,3,2,11,45,14,13,5,0,0,0,0,0,0,4,11,5,WT3
20,0,0,0,0,0,0,0,7,18,13,27,4,0,1,0,0,1,3,5,12,15,WT3
43,5,2,0,0,0,0,3,6,25,13,14,1,2,1,0,0,0,1,4,7,7,WT3
10,0,0,0,0,0,2,1,1,3,8,26,14,10,1,0,0,1,0,6,19,15,WT3
110,5,4,4,0,0,0,8,17,48,14,110,5,4,4,0,0,0,8,17,48,14,VST3
59,6,6,1,0,0,0,2,10,40,14,24,5,0,1,0,0,1,1,9,16,9,WT3
9,1,0,0,0,0,1,1,1,3,3,13,2,0,0,0,0,0,2,0,5,2,WT3
24,2,0,1,0,0,1,1,6,9,15,83,6,12,5,0,0,1,5,23,27,20,WT3
36,4,1,2,0,0,1,1,8,21,12,20,1,0,2,0,0,1,1,8,10,9,WT3
6,0,1,0,0,0,0,0,3,3,7,73,10,10,1,0,0,2,4,9,20,20,WT3
11,0,0,0,0,0,2,1,1,3,3,12,1,0,1,0,0,0,0,4,7,8,nonmatch
154,18,2,0,0,0,2,2,17,93,19,7,0,1,0,0,0,0,0,1,3,2,WT3
36,10,4,0,0,0,1,1,8,20,9,10,1,0,0,0,0,0,1,2,4,6,WT3
71,1,4,2,0,0,0,1,14,53,15,11,0,2,0,0,0,2,1,2,5,7,WT3
6,0,2,1,0,0,3,0,3,1,3,6,0,2,1,0,0,3,0,3,1,3,TYPE1
16,1,0,1,0,0,1,1,5,9,8,29,1,2,1,0,0,1,1,6,16,10,WT3
17,0,4,1,0,0,0,0,3,5,4,137,9,54,2,0,0,5,0,11,75,8,WT3
12,1,1,0,0,0,1,1,0,4,2,13,2,1,0,0,0,1,1,1,5,4,MT3
35,2,3,3,0,0,0,1,11,18,13,44,7,3,3,0,0,5,1,9,21,10,WT3
27,3,1,2,0,0,1,1,9,17,10,18,1,1,1,0,0,1,0,7,11,11,WT3
22,1,1,1,0,0,0,0,5,17,7,18,1,2,2,0,0,0,0,6,9,8,WT3
10,0,0,0,0,0,0,0,4,7,7,24,7,5,2,0,0,0,0,6,18,10,WT3
6,0,1,0,0,0,0,0,0,2,4,46,11,3,3,0,0,2,1,10,24,6,WT3
10,0,0,0,0,0,1,0,3,7,6,32,0,3,0,0,0,0,0,9,21,13,WT3
17,0,0,1,0,0,2,1,4,8,5,14,1,0,1,0,0,0,0,5,10,8,WT3
100,35,0,0,1,5,17,4,10,45,17,11,0,0,0,0,0,0,1,3,6,6,WT3
17,2,3,3,0,0,2,0,7,8,2,15,2,2,1,0,0,2,0,3,5,1,nonmatch
32,0,1,1,0,0,3,1,7,20,8,19,1,1,2,0,0,0,0,7,10,8,WT3
22,0,3,0,0,0,2,1,7,9,8,15,2,0,0,0,0,1,1,6,9,6,WT3
29,2,0,1,0,0,0,1,5,21,9,74,3,5,2,0,0,4,1,16,50,17,WT3
8,2,1,1,0,0,1,0,2,3,2,9,0,1,1,0,0,0,0,2,4,2,WT3
20,1,0,0,0,0,0,0,10,18,12,11,2,0,1,0,0,1,0,4,6,6,nonmatch
83,4,11,2,0,0,3,2,11,45,14,43,4,2,1,0,0,1,1,10,26,16,WT3
13,0,0,0,0,0,0,1,5,8,7,13,0,0,0,0,0,0,1,5,8,7,TYPE1
16,2,0,0,0,0,1,1,4,10,11,57,5,11,0,0,0,0,1,5,27,17,WT3
32,2,5,0,0,0,0,1,7,19,8,8,0,1,0,0,0,2,0,1,1,2,WT3
19,2,1,1,0,0,0,0,8,17,11,23,2,2,0,0,0,0,1,4,9,7,WT3
19,3,0,0,0,0,2,2,5,9,10,61,7,5,1,0,0,1,4,6,19,12,WT3
114,9,11,9,0,0,3,1,29,68,12,13,1,0,1,0,0,1,1,4,4,5,WT3
36,1,2,3,0,0,0,0,10,24,11,52,4,5,1,0,0,0,4,9,21,13,WT3
6,0,2,1,0,0,3,0,3,1,3,6,0,2,1,0,0,3,0,3,1,3,TYPE1
31,9,1,1,0,0,0,1,7,23,10,9,0,2,0,0,0,0,0,2,6,5,WT3
13,0,4,0,0,0,0,0,2,7,3,33,3,3,1,0,0,0,2,7,16,9,WT3
7,0,1,1,0,0,0,0,3,3,5,8,2,0,1,0,0,0,0,3,4,2,WT3
25,1,4,0,0,0,0,1,1,7,6,291,18,36,10,0,0,1,3,102,175,36,WT3
27,3,0,0,0,0,0,1,3,19,7,59,4,1,1,0,0,0,3,5,42,5,WT3
11,1,0,0,0,0,2,1,1,4,6,15,2,0,0,0,0,1,0,5,12,6,WT3
54,6,5,2,0,0,1,3,15,22,17,15,0,0,0,0,0,1,1,2,2,11,WT3
